daily_time_spent_on_site,age,area_income,daily_internet_usage,male,city,province,category,time_usage_ratio,age_group,hour,day_of_week,clicked_on_ad
0.1591583930289384,1.24237403431359,-0.3618444930913377,-1.6081289379936428,Perempuan,Makassar,Sulawesi Selatan,Finance,2.491364064594585,2.0,5,4,1
-1.8086131064189621,-0.010576858183416147,-1.9689975969129974,0.35575919573382453,Perempuan,Bandung,Jawa Barat,Fashion,-1.936731739773283,4.0,11,3,1
-0.06268876852497983,-1.6052416304523331,0.38287747731174065,0.8133065067686659,Perempuan,Jakarta Utara,Daerah Khusus Ibukota Jakarta,Food,-0.7885350895795471,1.0,16,4,0
0.29124080713329414,-1.833050883633607,0.1353466628041447,0.5006567957318712,Laki-Laki,Tasikmalaya,Jawa Barat,Finance,-0.28948738141963853,1.0,22,4,0
-1.6072836014249443,1.9258017938574117,-0.29864304228155,-0.42449381119571944,Perempuan,Padang,Sumatra Barat,Furniture,-1.3155149774508,2.0,22,1,1
-0.9334068187857314,-0.9218138709085115,0.8721697766594267,0.8992394682817028,Perempuan,Denpasar,Bali,House,-1.494660086105021,1.0,6,6,1
1.4158648573228072,0.10332776840722077,0.1353466628041447,1.1794357736407013,Laki-Laki,Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Fashion,0.045960384657315466,4.0,20,2,0
0.48231148384736133,2.1536110470386856,0.8635782371768754,-0.39752548816769234,Perempuan,Surabaya,Jawa Timur,Electronic,0.7742736341725202,2.0,16,2,1
-0.05371229378002359,-0.6940046177272376,0.3312828185846454,1.6458963439814165,Perempuan,Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Otomotif,-1.2333570101831695,0.0,11,5,0
-0.9699538945330531,0.3311370215884946,1.0090954026430399,-0.9999703992005797,Perempuan,Bekasi,Jawa Barat,Food,-0.07202060641554267,3.0,9,3,1
-1.288618747978999,1.470183287494864,-0.2325186965962551,-1.1663512395768856,Perempuan,Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Electronic,-0.2614511864589594,2.0,0,6,1
-0.8276126521487477,0.9006601545416792,0.1655324981488669,-1.4849431234842625,Laki-Laki,Tasikmalaya,Jawa Barat,Travel,0.8325456648566747,3.0,6,2,1
0.16749369100639744,0.9006601545416792,-1.3674058747156654,-1.625498366384576,Perempuan,Bekasi,Jawa Barat,Electronic,2.491364064594585,3.0,1,4,1
0.611188014114233,0.2172323949978577,1.1845349568295607,1.1641232512434316,Laki-Laki,Palembang,Sumatra Selatan,Bank,-0.5157093806918276,3.0,23,2,0
-0.018447571567694897,-0.6940046177272376,-0.9959877710389758,-1.4689449657557718,Perempuan,Jakarta Barat,Daerah Khusus Ibukota Jakarta,Food,1.9475836811035567,0.0,20,2,1
-1.6162600761699004,1.356278660904227,-0.5661276674932686,-0.937120493838651,Laki-Laki,Semarang,Jawa Tengah,Furniture,-0.9093675371473835,2.0,6,0,1
0.06682893850938897,1.470183287494864,-1.2397288907144586,-1.5208247058181639,Perempuan,Banjarmasin,Kalimantan Selatan,Bank,2.1865553813249026,2.0,7,0,1
0.7496821958935571,-0.010576858183416147,0.22259064620943406,-1.2989074036129535,Perempuan,Jakarta Barat,Daerah Khusus Ibukota Jakarta,Bank,2.491364064594585,4.0,0,2,1
-0.5249772178902241,0.10332776840722077,-1.3682052989551203,-1.6238985506117267,Laki-Laki,Jakarta Utara,Daerah Khusus Ibukota Jakarta,Food,1.5486615479915198,4.0,0,2,1
-0.1761770563719259,0.7867555279510423,1.0128305912770084,-1.2166311638664287,Perempuan,Bandar Lampung,Lampung,Furniture,1.238001370288017,3.0,13,1,1
0.7182645342862107,-0.35229073795532695,-0.20603549757272055,1.6911482758420049,Perempuan,Palembang,Sumatra Selatan,Travel,-0.7540405098532207,4.0,7,0,0
0.931776397862669,-0.5800999911366008,0.22215308256321725,1.2713109080243208,Perempuan,Palembang,Sumatra Selatan,Furniture,-0.35932833533602493,0.0,21,0,0
0.7676351453834696,-1.0357184974991485,0.8491234962411253,0.24674317806967883,Perempuan,Medan,Sumatra Utara,Finance,0.33079370696883,1.0,23,3,0
-1.0039362632103874,1.9258017938574117,-0.7527038978034843,-1.1962906490402045,Laki-Laki,Banjarmasin,Kalimantan Selatan,Fashion,0.14082546761243364,2.0,18,3,1
1.3754707209705044,1.1284694077229531,-0.6743618363979589,0.0716776234979065,Perempuan,Semarang,Jawa Tengah,Electronic,-0.12520703962995955,2.0,1,2,0
-1.6104894852624283,-0.12448148477405307,-0.11425160208029925,-0.955861192892026,Laki-Laki,Depok,Jawa Barat,Food,-0.8848135372292769,4.0,23,6,1
1.5761590491970252,-0.23838611136468998,-0.19724561609136504,-0.2082901367506851,Laki-Laki,Jakarta Barat,Daerah Khusus Ibukota Jakarta,Food,1.5991639142702794,4.0,15,2,0
0.4585879434499777,1.356278660904227,-0.20226094335120315,-1.4854002137050768,Perempuan,Bandar Lampung,Lampung,Fashion,2.491364064594585,2.0,1,6,1
0.962552882702519,-0.5800999911366008,0.8500501016095838,0.7710256613433685,Perempuan,Depok,Jawa Barat,Furniture,0.02703162328636321,0.0,21,0,0
0.5252703272696518,-0.9218138709085115,0.9003585654665711,0.8203914051912834,Laki-Laki,Surabaya,Jawa Timur,Bank,-0.34525172633569146,1.0,15,6,0
-1.8932484397285492,0.3311370215884946,-0.28877969150895666,-0.6665230831167469,Perempuan,Semarang,Jawa Tengah,Health,-1.4449476392423337,3.0,20,2,1
0.8548351857630441,-0.35229073795532695,-0.002984768873282705,1.5515072133833192,Laki-Laki,Jakarta Timur,Daerah Khusus Ibukota Jakarta,Travel,-0.585699274111723,4.0,4,4,0
-0.24734767756407866,1.0145647811323162,0.6416373256676654,-1.4012956130752956,Laki-Laki,Palembang,Sumatra Selatan,Fashion,1.487320998292443,2.0,9,1,1
0.9978176049148468,-1.1496231240897854,-0.6384755611639414,0.9426630392590355,Perempuan,Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Health,-0.08002583761140426,1.0,10,1,0
1.1106647159942966,-0.010576858183416147,0.8582116477512162,0.8827842203323978,Laki-Laki,Bandung,Jawa Barat,Furniture,0.050616973846996115,4.0,3,2,0
-1.3046481671664207,-0.12448148477405307,-0.006898616712280892,-1.206346633898113,Laki-Laki,Cimahi,Jawa Barat,Travel,-0.23223776605221205,4.0,18,2,1
0.3213761152056471,-1.71914625704297,-0.051646691327983565,0.704519034214927,Perempuan,Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Otomotif,-0.41874496012487467,1.0,12,4,0
0.9157469786752471,-0.23838611136468998,0.14022572456862115,1.4955136613336013,Laki-Laki,Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Travel,-0.5117335714424187,4.0,22,3,0
-1.36620113684612,1.8118971672667747,-0.4828391686061157,-0.955175557560805,Laki-Laki,Banjarmasin,Kalimantan Selatan,Fashion,-0.5958609640308863,2.0,7,0,1
1.1356706099266747,-0.46619536454596383,-0.07410778714676039,1.2447996752171073,Laki-Laki,Pontianak,Kalimantan Barat,Health,-0.19875195621709446,0.0,10,2,0
0.3579231909529683,0.7867555279510423,0.6088692591858402,-1.357414951877149,Laki-Laki,Bandung,Jawa Barat,Furniture,2.2232530608469987,3.0,4,4,1
-1.0186833288628157,0.2172323949978577,0.42366552522612816,-1.308734843360455,Perempuan,Jakarta Timur,Daerah Khusus Ibukota Jakarta,Travel,0.28229741582424656,3.0,12,3,1
-0.9936774349304377,-1.1496231240897854,0.10474673175962909,1.1792072285302944,Perempuan,Denpasar,Bali,Finance,-1.6651633754346506,1.0,16,3,0
0.8900999079753719,1.5840879140855009,1.0946951157376321,0.29268074526148896,Perempuan,Bandar Lampung,Lampung,Otomotif,0.3911096398383636,2.0,1,4,1
-0.20503001090928488,0.6728509013604054,0.36454219788030234,-1.557620468593693,Laki-Laki,Tangerang,Banten,House,1.8761087397316165,3.0,11,5,1
-0.20567118767678208,-0.12448148477405307,0.8495027685365478,1.596530600133501,Laki-Laki,Makassar,Sulawesi Selatan,Otomotif,-1.310308788949205,4.0,19,6,0
1.045264685709615,-0.5800999911366008,0.7208075784727777,0.7303446316909201,Perempuan,Pontianak,Kalimantan Barat,House,0.12414615535997389,0.0,0,0,0
0.37459378690788736,0.5589462747697684,-0.40974030064989425,-1.6497241480877194,Laki-Laki,Jakarta Barat,Daerah Khusus Ibukota Jakarta,Health,2.491364064594585,3.0,7,3,1
-0.9545656521131285,0.44504164817913155,-1.6216220258318095,-1.440833917175709,Perempuan,Jakarta Timur,Daerah Khusus Ibukota Jakarta,House,0.5774246235058287,3.0,19,4,1
-1.1264010258022903,1.6979925406761378,-0.1292650315470327,-1.1412112774321144,Laki-Laki,Bandung,Jawa Barat,Travel,-0.08787757713136268,2.0,1,5,1
0.9042057968603039,-0.5800999911366008,0.2298263440131371,1.2939368739546155,Perempuan,Pakanbaru,Riau,Furniture,-0.39332209654238764,0.0,20,6,0
-1.0481774601676719,-1.0357184974991485,-1.6061816311462758,-0.8754133140287577,Perempuan,Jakarta Barat,Daerah Khusus Ibukota Jakarta,Furniture,-0.30921609401882594,1.0,16,5,1
1.2921177411959113,-0.010576858183416147,0.6685043391698019,0.7445144285361543,Laki-Laki,Batam,Kepulauan Riau,Finance,0.3033234227412023,4.0,12,5,0
-0.20503001090928488,1.0145647811323162,-1.2980959445610274,-1.649267057866905,Perempuan,Bekasi,Jawa Barat,House,2.0890969120008704,2.0,8,0,1
1.0170529079397528,-0.010576858183416147,0.40841060302039267,1.3620433168559052,Perempuan,Jakarta Timur,Daerah Khusus Ibukota Jakarta,Bank,-0.35949212302907757,4.0,5,4,0
0.5759232919019052,1.5840879140855009,0.41868577840119003,1.5071694619643587,Laki-Laki,Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Food,-0.7461114592778578,2.0,9,4,0
0.5759232919019052,-1.4913370038616962,-1.1402853603216536,1.0432228878381216,Perempuan,Tangerang Selatan,Banten,Health,-0.462006754849141,1.0,6,5,0
0.6772292211664108,-0.8079092443178746,1.0833177039054651,0.5593928891064736,Laki-Laki,Medan,Sumatra Utara,Food,-0.024600074900653756,0.0,19,1,0
0.7637880847784881,-0.5800999911366008,0.10005541356653977,1.4626031654349914,Laki-Laki,Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Food,-0.5941808864529402,0.0,7,2,0
-1.8015601619764965,-0.5800999911366008,-1.2003178813337536,-0.2850812938474413,Laki-Laki,Palembang,Sumatra Selatan,Finance,-1.6000280911156881,0.0,6,3,1
-1.6598600963596877,2.0397064204480486,-0.2140077860819062,-0.16669492665660815,Perempuan,Tangerang Selatan,Banten,Health,-1.5344721609389926,2.0,21,5,1
1.3677765997605418,-0.9218138709085115,-0.7429624289461867,0.6201858884747391,Laki-Laki,Semarang,Jawa Tengah,Travel,0.4736395502794661,1.0,22,1,0
0.06426423143940108,2.837038806582507,0.2693607493701975,0.08881850677843252,Laki-Laki,Padang,Sumatra Barat,Electronic,-0.13873564057537485,2.0,23,3,1
-0.34480654622360296,-0.9218138709085115,-0.47311359738994363,-1.37341310960564,Perempuan,Palembang,Sumatra Selatan,Finance,1.2999079125327677,1.0,14,1,1
-1.7566777882517153,1.8118971672667747,-0.13873472644413684,-0.17172291908556242,Laki-Laki,Semarang,Jawa Tengah,Food,-1.623592736757054,2.0,13,2,1
-1.7137189448294248,-0.35229073795532695,-0.6026119968458177,-0.796793796048745,Laki-Laki,Bandung,Jawa Barat,Finance,-1.145758070397415,4.0,20,3,1
-1.7970719246040183,0.3311370215884946,-0.4288780324429067,-0.8578153405274174,Laki-Laki,Tangerang Selatan,Banten,House,-1.190085523244114,3.0,5,2,1
-1.6419071468697752,0.7867555279510423,0.769745060040321,-0.3854125973161206,Laki-Laki,Jakarta Barat,Daerah Khusus Ibukota Jakarta,Finance,-1.3774475783103024,3.0,23,2,1
0.5028291404072618,-0.8079092443178746,1.0614046981902538,0.8400462846862862,Laki-Laki,Jakarta Barat,Daerah Khusus Ibukota Jakarta,Finance,-0.37638147568010405,0.0,17,1,0
1.393423670460417,-0.8079092443178746,-0.3472769546066487,0.44054943169482674,Laki-Laki,Pontianak,Kalimantan Barat,Health,0.6670391941917758,0.0,16,6,0
0.2175054788711535,-0.9218138709085115,0.8800663621156337,1.058078320014577,Perempuan,Jakarta Timur,Daerah Khusus Ibukota Jakarta,Electronic,-0.73236944056949,1.0,0,5,0
1.128617665484209,-0.35229073795532695,0.5497171646798825,0.9696313622870633,Laki-Laki,Depok,Jawa Barat,House,-0.003587317446426385,4.0,9,0,0
-1.362354076241139,1.0145647811323162,-1.493112308247837,-1.1732075928890964,Perempuan,Tasikmalaya,Jawa Barat,Finance,-0.3468304512338601,2.0,5,4,1
1.131182372554196,-0.5800999911366008,0.7794910710807973,-0.011969886911060377,Perempuan,Surakarta,Jawa Tengah,Health,0.9297111642145438,0.0,5,6,0
0.23097019098858834,-0.23838611136468998,1.65125941905377,0.15281113769239657,Laki-Laki,Bandung,Jawa Barat,Food,-0.04841093369151214,4.0,9,4,0
-1.3200364095863453,1.9258017938574117,0.582310357109327,-0.28211020741215026,Laki-Laki,Semarang,Jawa Tengah,House,-1.130441389856013,2.0,6,5,1
1.086941175596912,0.5589462747697684,1.2190449505604255,0.16423839321274725,Perempuan,Depok,Jawa Barat,Health,0.6924394608809846,3.0,7,0,0
-1.6169012529373972,-0.9218138709085115,-0.32074379156814825,-0.4366067020472912,Perempuan,Bekasi,Jawa Barat,Otomotif,-1.3168044489521864,1.0,13,1,1
1.2344118321211925,0.5589462747697684,-0.031656543158431125,1.3851263730070134,Perempuan,Bandung,Jawa Barat,Electronic,-0.2257442926755288,3.0,0,2,0
0.25661726168846266,0.5589462747697684,1.6694016557001128,0.6914919629217274,Perempuan,Padang,Sumatra Barat,Furniture,-0.459936720964199,3.0,1,5,0
0.6874880494463605,-0.010576858183416147,1.1971909932265379,1.018311470803757,Perempuan,Jakarta Barat,Daerah Khusus Ibukota Jakarta,Electronic,-0.36360310681333563,4.0,4,3,0
-1.3751776115910763,0.5589462747697684,-0.2835728355250825,-1.304849576483536,Laki-Laki,Jakarta Barat,Daerah Khusus Ibukota Jakarta,Bank,-0.19812461794621605,3.0,14,1,1
1.2158177058637836,0.2172323949978577,-0.35462544995929,1.467402612753539,Perempuan,Bekasi,Jawa Barat,Health,-0.2924759117958131,3.0,9,2,0
0.1412054435390259,0.7867555279510423,1.5775655251011367,-0.5609352421087065,Laki-Laki,Jakarta Timur,Daerah Khusus Ibukota Jakarta,Travel,0.6285661985446208,3.0,21,6,1
0.8715057817179631,-1.1496231240897854,0.5989544303372214,0.3477601168695792,Perempuan,Jakarta Utara,Daerah Khusus Ibukota Jakarta,Fashion,0.3225659648458255,1.0,9,5,0
-0.12616526850716983,-0.23838611136468998,0.5828970557699118,1.7048609824664256,Laki-Laki,Surakarta,Jawa Tengah,Food,-1.3073020021756414,4.0,22,3,0
-0.5570360562650677,2.4953249268105964,-1.752958495414006,-0.5968168244426082,Perempuan,Bandar Lampung,Lampung,Electronic,-0.06955643350048221,2.0,10,6,1
0.9587058220975376,0.9006601545416792,-2.3754132219817348,-0.6742936168705854,Perempuan,Tangerang,Banten,Health,1.6679536442235972,3.0,14,5,1
1.0497529230820937,-0.5800999911366008,0.8039068197274839,0.5827044903679891,Laki-Laki,Jakarta Timur,Daerah Khusus Ibukota Jakarta,Electronic,0.25413300189270555,0.0,21,0,0
1.0927117665043842,1.8118971672667747,-2.0234038670277212,0.47551683358709984,Laki-Laki,Jakarta Utara,Daerah Khusus Ibukota Jakarta,Fashion,0.38619988136563943,2.0,10,2,1
0.31239964046069085,-0.9218138709085115,0.09972913340820162,1.5236247099136637,Perempuan,Makassar,Sulawesi Selatan,Finance,-0.9311201622454697,1.0,1,3,0
-0.8872420915259567,-0.010576858183416147,1.5867520905801,-0.08259032602682764,Perempuan,Malang,Jawa Timur,Health,-0.8647449308914701,4.0,16,6,1
-1.1603833944796245,1.5840879140855009,-2.555976358793853,-0.11367246104218115,Perempuan,Jakarta Barat,Daerah Khusus Ibukota Jakarta,Electronic,-1.0973737145567515,2.0,9,2,1
0.5893880040193391,0.10332776840722077,0.7398362978695008,1.524538890355292,Laki-Laki,Makassar,Sulawesi Selatan,Otomotif,-0.7468645103208841,4.0,9,6,0
-1.9150484498234426,0.3311370215884946,-0.23225676403294881,-0.6020733619819693,Laki-Laki,Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Electronic,-1.5132984990765528,3.0,6,4,1
-1.9285131619408769,0.44504164817913155,-0.7096682262461596,-0.664923267343898,Laki-Laki,Tangerang,Banten,Health,-1.4844062109941683,3.0,16,5,1
1.022823498847225,-0.9218138709085115,0.6298041814565667,0.47551683358709984,Perempuan,Semarang,Jawa Tengah,Electronic,0.3290040059856605,1.0,13,2,0
-0.3819947987384219,-0.35229073795532695,-2.0589767316224066,0.0716776234979065,Perempuan,Makassar,Sulawesi Selatan,Finance,-0.12520703962995955,4.0,21,3,1
-1.6104894852624283,1.0145647811323162,0.3181581802897302,-0.781938363872289,Laki-Laki,Bandung,Jawa Barat,Bank,-1.0419526847354028,2.0,6,4,1
0.6092644838117423,0.44504164817913155,-2.3911851960393147,-1.0246532711245375,Laki-Laki,Jakarta Barat,Daerah Khusus Ibukota Jakarta,Fashion,1.8723133655249975,3.0,4,5,1
0.3797232010478622,-1.6052416304523331,0.04990971127345662,0.7205171919434183,Perempuan,Bandung,Jawa Barat,House,-0.38492202446120083,1.0,6,0,0
1.036929387732156,-0.35229073795532695,0.7402609919967112,0.9600324676499683,Laki-Laki,Palembang,Sumatra Selatan,Fashion,-0.06413163546024114,4.0,14,5,0
0.0014289082247073688,1.470183287494864,0.3065536592986271,-1.422550308343148,Laki-Laki,Jakarta Barat,Daerah Khusus Ibukota Jakarta,Furniture,1.875133832158683,2.0,3,2,1
0.252129024315985,1.1284694077229531,1.448631870420483,0.9664317307413647,Perempuan,Bogor,Jawa Barat,Fashion,-0.6495447440553634,2.0,13,3,0
0.7131351201462358,-1.3774323772710593,-0.6169425847746833,1.1076726089728992,Laki-Laki,Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Furniture,-0.4056982481547142,1.0,6,2,0
0.8759940190904408,-1.0357184974991485,-0.3027098102875651,1.2434284045546653,Perempuan,Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Health,-0.3800322055702601,1.0,19,5,0
1.1093823624593022,-0.12448148477405307,-2.2562664579901663,-0.4740881001540418,Perempuan,Batam,Kepulauan Riau,Fashion,1.5182128811020958,4.0,1,0,1
-0.03640052105760738,0.6728509013604054,1.8226798981576524,0.23691573832217772,Laki-Laki,Semarang,Jawa Tengah,Travel,-0.35351398660875855,3.0,7,4,0
0.9599881756325311,-1.2635277506804223,-0.7152604107696953,0.9049530960418781,Laki-Laki,Bandar Lampung,Lampung,Fashion,-0.07965314518754409,1.0,5,1,0
-1.7996366316740058,1.5840879140855009,-0.49827426407794045,0.8151348676519217,Perempuan,Medan,Sumatra Utara,Fashion,-2.113852858768077,2.0,2,6,1
1.4722884128625324,1.0145647811323162,0.5436798462048321,0.2474288134008999,Laki-Laki,Jakarta Timur,Daerah Khusus Ibukota Jakarta,Health,0.936759902085278,2.0,20,0,0
-0.715406717836795,0.5589462747697684,-2.2460344333495668,-1.2543411070835861,Laki-Laki,Jakarta Barat,Daerah Khusus Ibukota Jakarta,Bank,0.5999074601148502,3.0,11,6,1
0.7560939635685263,-0.010576858183416147,1.3278817157668263,0.7369724398927233,Perempuan,Surabaya,Jawa Timur,Electronic,-0.10532784137204501,4.0,22,4,0
-0.9738009551380346,0.3311370215884946,-2.655663936903699,-0.46426066040654,Laki-Laki,Tangerang Selatan,Banten,Travel,-0.6365191431090167,3.0,12,5,1
-0.0004946220777833199,-0.23838611136468998,1.4030662028326106,1.0784188348408015,Laki-Laki,Batam,Kepulauan Riau,Health,-0.902609617467652,4.0,0,4,0
0.976017594819953,2.4953249268105964,-0.47826064796196466,-0.15801021246114172,Perempuan,Padang,Sumatra Barat,Electronic,0.9603144828692326,2.0,20,0,1
-0.3486536068285843,1.6979925406761378,1.2148464592422274,-0.6221853316977863,Laki-Laki,Cimahi,Jawa Barat,Fashion,0.181880804006175,2.0,1,1,1
-1.1841069348770086,0.6728509013604054,0.7909941499809097,-1.0093407487272672,Perempuan,Medan,Sumatra Utara,Otomotif,-0.31877741360769507,3.0,20,4,1
1.0414176251046336,-1.2635277506804223,-0.22649727576233022,-0.3358183083577983,Perempuan,Tangerang,Banten,Finance,1.2532102375964143,1.0,5,1,0
-0.5602419401025519,1.5840879140855009,1.0072747442189025,-0.9444339373716754,Laki-Laki,Tangerang Selatan,Banten,House,0.345234821249647,2.0,23,3,1
-1.0892127732874712,-0.35229073795532695,-2.655663936903699,0.0017428197133603069,Perempuan,Bandung,Jawa Barat,Electronic,-1.111124358283887,4.0,12,5,1
0.561817403016974,-0.5800999911366008,-1.0117824560124493,-1.355129500773079,Perempuan,Palembang,Sumatra Selatan,Food,2.491364064594585,0.0,17,5,1
-0.6237184400847423,0.3311370215884946,1.5217458789873002,-0.6210426061457517,Laki-Laki,Tangerang Selatan,Banten,Fashion,-0.1146185215160668,3.0,0,1,1
-1.942619050825808,1.356278660904227,-0.9498217782409824,0.6368696815344514,Laki-Laki,Bogor,Jawa Barat,Health,-2.1594723439006867,2.0,2,3,1
0.6881292262138577,0.44504164817913155,1.1922437987143806,1.1163573231683657,Perempuan,Surabaya,Jawa Timur,Bank,-0.42947622982464134,3.0,19,6,0
-1.9900661316205768,-0.23838611136468998,-1.1525984618886373,-0.12487117145212502,Laki-Laki,Bandung,Jawa Barat,Health,-1.8699243026332388,4.0,7,1,1
-0.5025360310278335,1.8118971672667747,-0.6764035477367941,-1.439691191623674,Laki-Laki,Bandung,Jawa Barat,Travel,1.2074007304044687,2.0,21,2,1
-0.9770068389755187,0.2172323949978577,0.9366899746521032,-1.0308239891055264,Laki-Laki,Makassar,Sulawesi Selatan,Finance,-0.04242670570525914,3.0,3,2,1
0.51757620605969,-1.2635277506804223,0.6982185444944669,0.7033763086628924,Laki-Laki,Pakanbaru,Riau,Otomotif,-0.264897716972216,1.0,7,4,0
0.9811470089599278,-0.6940046177272376,-0.020980141596846708,1.3190768360993868,Perempuan,Jakarta Utara,Daerah Khusus Ibukota Jakarta,House,-0.3563170512220596,0.0,7,3,0
1.0446235089421188,-1.1496231240897854,-0.17855756043304605,-0.5453941746010301,Laki-Laki,Makassar,Sulawesi Selatan,Health,1.5579813738089991,1.0,12,0,0
-0.04473581903506734,-1.946955510224244,-0.21787318396699804,0.0028855452653956345,Laki-Laki,Surabaya,Jawa Timur,Travel,-0.15969902280451548,1.0,5,4,0
-1.767577793299162,-0.6940046177272376,-0.2506359512351148,-0.396382762615657,Laki-Laki,Surakarta,Jawa Tengah,House,-1.496769701723412,0.0,18,0,1
1.2478765442386273,-0.35229073795532695,0.7187529976149362,0.5411092802739128,Laki-Laki,Tangerang,Banten,House,0.4510860023531939,4.0,10,2,0
